,antecedents,consequents,confidence,lift,jaccard_coefficient,kulczynski_measure,confidence_norm,lift_norm,jaccard_coefficient_norm,kulczynski_measure_norm,score
5966,"frozenset({'Shadab Khan', 'Over: 4', 'New Zealand'})",frozenset({'Won'}),0.6923076923076922,1.0735150925024342,0.01882845188284519,0.6686028257456829,0.38461538461538436,0.02598752598752597,0.07273877292852624,0.7181883537023723,0.35526150597263745
1739,"frozenset({'Shadab Khan', 'New Zealand'})",frozenset({'Won'}),0.6666666666666667,1.0337552742616036,0.02500000000000001,0.6557823129251701,0.3333333333333335,0.02252252252252254,0.11565464895635677,0.6947040498442368,0.3453598618924304
2994,"frozenset({'Shadab Khan', 'Wickets: 0-1', '1st Inning'})",frozenset({'Won'}),0.6521739130434782,1.0112823335167858,0.031120331950207473,0.6485359361135759,0.3043478260869563,0.02056404230317272,0.15821437663540855,0.6814303128809427,0.3452541589113095
4963,"frozenset({'Shadab Khan', 'West Indies'})","frozenset({'Economy: 0-6', 'Won'})",0.7272727272727273,2.8894348894348894,0.0425531914893617,0.4894867037724181,0.4545454545454546,0.1842419815392788,0.23771650046429,0.3900877938261117,0.34312912280468477
7893,"frozenset({'Shadab Khan', 'West Indies', 'Economy: 0-6'})","frozenset({'2nd Inning', 'Won'})",0.7500000000000001,2.2873443983402493,0.024691358024691357,0.5389455782312926,0.5000000000000002,0.1317707749243019,0.11350840615019402,0.48068535825545194,0.34143520681412404
3374,"frozenset({'Shadab Khan', '2nd Inning', 'Economy: 0-6'})",frozenset({'Won'}),0.6500000000000001,1.0079113924050636,0.027027027027027032,0.6474489795918368,0.30000000000000027,0.02027027027027029,0.12975024360223603,0.6794392523364488,0.33478387580863256
4914,"frozenset({'Shadab Khan', 'Economy: 0-6'})","frozenset({'Over: 4', 'Won'})",0.625,1.5678327645051195,0.06557377049180328,0.5118197278911565,0.25,0.06906650677981735,0.3977976171960058,0.4309968847352026,0.3305450012573442
1866,"frozenset({'Shadab Khan', 'Wickets: 0-1'})",frozenset({'Won'}),0.5660377358490566,0.8777167422975878,0.06036217303822939,0.6054678475163651,0.13207547169811318,0.00892401835798062,0.3615570717155559,0.6025392347028744,0.32974393527076107
5589,"frozenset({'Shadab Khan', 'Wickets: 0-1', 'Economy: 8-10'})",frozenset({'Won'}),0.6666666666666665,1.0337552742616032,0.01673640167364017,0.65578231292517,0.33333333333333304,0.0225225225225225,0.058191018342821,0.6947040498442366,0.3281207727083694
8182,"frozenset({'Shadab Khan', '2nd Inning', 'Over: 4', 'Economy: 6-8'})",frozenset({'Won'}),0.6666666666666665,1.0337552742616032,0.01673640167364017,0.65578231292517,0.33333333333333304,0.0225225225225225,0.058191018342821,0.6947040498442366,0.3281207727083694
